date,description,amount,account,category
2025-04-18,ALDI Sued,-40.71,Girokonto,
2025-04-19,Lieferando Bestellung,-33.52,Girokonto,
2025-04-20,ALDI Sued,-14.81,Girokonto,
2025-04-21,REWE Markt Dortmund,-46.74,Girokonto,
2025-04-21,Spotify AB,-9.99,Girokonto,
2025-04-25,ALDI Sued,-11.56,Girokonto,
2025-04-25,Cafe Central,-4.35,Girokonto,
2025-04-27,Apotheke am Markt,-22.15,Girokonto,
2025-04-27,REWE Markt Dortmund,-37.88,Girokonto,
2025-04-28,Arbeitgeber GmbH Gehalt,2625.24,Girokonto,
2025-04-28,Sparplan ETF Depot Transfer,-300.00,Girokonto,
2025-04-29,Amazon Marketplace,-16.23,Girokonto,
2025-04-30,Pizzeria Da Marco,-53.17,Girokonto,
2025-05-01,Hausverwaltung Mueller Miete,-895.00,Girokonto,
2025-05-02,Cafe Central,-8.08,Girokonto,
2025-05-02,McFit Fitnessstudio,-29.90,Girokonto,
2025-05-02,Stadtwerke Dortmund Strom,-61.30,Girokonto,
2025-05-04,REWE Markt Dortmund,-21.57,Girokonto,
2025-05-05,Telekom Deutschland Internet,-39.99,Girokonto,
2025-05-06,Cafe Central,-9.36,Girokonto,
2025-05-06,Lidl Filiale 220,-17.58,Girokonto,
2025-05-06,Lidl Filiale 220,-35.53,Girokonto,
2025-05-06,VRR Abo Ticket,-89.40,Girokonto,
2025-05-07,Amazon Marketplace,-107.47,Girokonto,
2025-05-08,Vodafone Mobilfunk,-19.99,Girokonto,
2025-05-09,Amazon Marketplace,-64.62,Girokonto,
2025-05-09,Amazon Marketplace,-52.66,Girokonto,
2025-05-09,Cafe Central,-4.11,Girokonto,
2025-05-11,Cafe Central,-11.43,Girokonto,
2025-05-12,Barmenia Versicherung,-78.50,Girokonto,
2025-05-12,Cafe Central,-3.63,Girokonto,
2025-05-12,Lieferando Bestellung,-30.60,Girokonto,
2025-05-13,REWE Markt Dortmund,-31.07,Girokonto,
2025-05-14,Amazon Marketplace,-80.05,Girokonto,
2025-05-15,ALDI Sued,-32.34,Girokonto,
2025-05-15,Deutsche Bahn Ticket,-83.48,Girokonto,
2025-05-15,Lieferando Bestellung,-17.62,Girokonto,
2025-05-16,Netflix.com,-12.99,Girokonto,
2025-05-16,REWE Markt Dortmund,-32.88,Girokonto,
2025-05-17,Cafe Central,-11.55,Girokonto,
2025-05-17,Lieferando Bestellung,-26.03,Girokonto,
2025-05-18,Cafe Central,-7.01,Girokonto,
2025-05-20,Lidl Filiale 220,-26.39,Girokonto,
2025-05-20,Pizzeria Da Marco,-51.65,Girokonto,
2025-05-21,ALDI Sued,-23.37,Girokonto,
2025-05-21,Lieferando Bestellung,-31.83,Girokonto,
2025-05-21,Spotify AB,-9.99,Girokonto,
2025-05-22,ALDI Sued,-22.72,Girokonto,
2025-05-24,Cafe Central,-9.35,Girokonto,
2025-05-24,Pizzeria Da Marco,-53.63,Girokonto,
2025-05-25,Lidl Filiale 220,-23.93,Girokonto,
2025-05-26,Cafe Central,-5.98,Girokonto,
2025-05-27,Arbeitgeber GmbH Gehalt,2656.34,Girokonto,
2025-05-28,Sparplan ETF Depot Transfer,-300.00,Girokonto,
2025-05-29,Lidl Filiale 220,-25.94,Girokonto,
2025-05-30,Amazon Marketplace,-15.52,Girokonto,
2025-05-31,ALDI Sued,-23.85,Girokonto,
2025-06-02,ALDI Sued,-9.19,Girokonto,
2025-06-02,Hausverwaltung Mueller Miete,-895.00,Girokonto,
2025-06-02,McFit Fitnessstudio,-29.90,Girokonto,
2025-06-03,Stadtwerke Dortmund Strom,-59.84,Girokonto,
2025-06-04,Amazon Marketplace,-102.90,Girokonto,
2025-06-05,Telekom Deutschland Internet,-39.99,Girokonto,
2025-06-07,Lieferando Bestellung,-33.28,Girokonto,
2025-06-08,Cafe Central,-11.83,Girokonto,
2025-06-09,Lidl Filiale 220,-18.47,Girokonto,
2025-06-09,Vodafone Mobilfunk,-19.99,Girokonto,
2025-06-12,Barmenia Versicherung,-78.50,Girokonto,
2025-06-12,REWE Markt Dortmund,-22.36,Girokonto,
2025-06-14,REWE Markt Dortmund,-27.56,Girokonto,
2025-06-15,Cafe Central,-10.85,Girokonto,
2025-06-16,Amazon Marketplace,-87.79,Girokonto,
2025-06-16,Lidl Filiale 220,-13.77,Girokonto,
2025-06-17,Lidl Filiale 220,-13.00,Girokonto,
2025-06-17,Netflix.com,-12.99,Girokonto,
2025-06-18,Pizzeria Da Marco,-22.30,Girokonto,
2025-06-19,Cafe Central,-7.22,Girokonto,
2025-06-21,Cafe Central,-11.70,Girokonto,
2025-06-23,MediaMarkt,-200.55,Girokonto,
2025-06-23,Spotify AB,-9.99,Girokonto,
2025-06-24,Cafe Central,-11.43,Girokonto,
2025-06-26,MediaMarkt,-156.30,Girokonto,
2025-06-27,Arbeitgeber GmbH Gehalt,2613.94,Girokonto,
2025-06-27,Sparplan ETF Depot Transfer,-300.00,Girokonto,
2025-06-29,Shell Tankstelle,-49.97,Girokonto,
2025-06-30,ALDI Sued,-23.08,Girokonto,
2025-07-01,Hausverwaltung Mueller Miete,-895.00,Girokonto,
2025-07-02,ALDI Sued,-30.37,Girokonto,
2025-07-02,McFit Fitnessstudio,-29.90,Girokonto,
2025-07-02,REWE Markt Dortmund,-28.32,Girokonto,
2025-07-03,Amazon Marketplace,-31.83,Girokonto,
2025-07-03,Cafe Central,-5.77,Girokonto,
2025-07-03,Stadtwerke Dortmund Strom,-56.81,Girokonto,
2025-07-04,Telekom Deutschland Internet,-39.99,Girokonto,
2025-07-05,REWE Markt Dortmund,-35.58,Girokonto,
2025-07-06,Buchhandlung Uni,-17.43,Girokonto,
2025-07-07,REWE Markt Dortmund,-20.24,Girokonto,
2025-07-08,Vodafone Mobilfunk,-19.99,Girokonto,
2025-07-11,Barmenia Versicherung,-78.50,Girokonto,
2025-07-11,REWE Markt Dortmund,-49.85,Girokonto,
2025-07-14,REWE Markt Dortmund,-39.09,Girokonto,
2025-07-15,Cafe Central,-9.04,Girokonto,
2025-07-17,Netflix.com,-12.99,Girokonto,
2025-07-18,ALDI Sued,-40.86,Girokonto,
2025-07-19,REWE Markt Dortmund,-31.08,Girokonto,
2025-07-21,Lidl Filiale 220,-27.11,Girokonto,
2025-07-21,Spotify AB,-9.99,Girokonto,
2025-07-22,Shell Tankstelle,-45.11,Girokonto,
2025-07-23,Apotheke am Markt,-32.02,Girokonto,
2025-07-27,Apotheke am Markt,-14.39,Girokonto,
2025-07-27,Lieferando Bestellung,-23.04,Girokonto,
2025-07-28,Arbeitgeber GmbH Gehalt,2656.15,Girokonto,
2025-07-28,Sparplan ETF Depot Transfer,-300.00,Girokonto,
2025-07-29,MediaMarkt,-190.36,Girokonto,
2025-07-30,ALDI Sued,-9.89,Girokonto,
2025-07-30,Cafe Central,-6.73,Girokonto,
2025-08-01,Hausverwaltung Mueller Miete,-895.00,Girokonto,
2025-08-01,McFit Fitnessstudio,-29.90,Girokonto,
2025-08-04,ALDI Sued,-34.56,Girokonto,
2025-08-04,Stadtwerke Dortmund Strom,-61.17,Girokonto,
2025-08-05,Telekom Deutschland Internet,-39.99,Girokonto,
2025-08-06,ALDI Sued,-11.66,Girokonto,
2025-08-06,Pizzeria Da Marco,-33.51,Girokonto,
2025-08-06,REWE Markt Dortmund,-59.15,Girokonto,
2025-08-06,VRR Abo Ticket,-89.40,Girokonto,
2025-08-08,REWE Markt Dortmund,-17.29,Girokonto,
2025-08-08,Vodafone Mobilfunk,-19.99,Girokonto,
2025-08-10,Cafe Central,-5.41,Girokonto,
2025-08-11,REWE Markt Dortmund,-15.95,Girokonto,
2025-08-12,Barmenia Versicherung,-78.50,Girokonto,
2025-08-14,ALDI Sued,-23.72,Girokonto,
2025-08-15,Cafe Central,-4.61,Girokonto,
2025-08-17,Cafe Central,-3.62,Girokonto,
2025-08-17,REWE Markt Dortmund,-52.11,Girokonto,
2025-08-18,Netflix.com,-12.99,Girokonto,
2025-08-20,REWE Markt Dortmund,-26.43,Girokonto,
2025-08-20,REWE Markt Dortmund,-30.17,Girokonto,
2025-08-20,REWE Markt Dortmund,-20.87,Girokonto,
2025-08-21,Lidl Filiale 220,-31.47,Girokonto,
2025-08-21,Spotify AB,-9.99,Girokonto,
2025-08-22,REWE Markt Dortmund,-49.74,Girokonto,
2025-08-23,Amazon Marketplace,-10.94,Girokonto,
2025-08-23,REWE Markt Dortmund,-27.46,Girokonto,
2025-08-25,ALDI Sued,-28.65,Girokonto,
2025-08-27,Arbeitgeber GmbH Gehalt,2631.57,Girokonto,
2025-08-27,Pizzeria Da Marco,-30.14,Girokonto,
2025-08-27,REWE Markt Dortmund,-14.52,Girokonto,
2025-08-28,Amazon Marketplace,-44.92,Girokonto,
2025-08-28,Sparplan ETF Depot Transfer,-300.00,Girokonto,
2025-08-29,Lidl Filiale 220,-36.63,Girokonto,
2025-08-29,REWE Markt Dortmund,-67.79,Girokonto,
2025-09-01,ALDI Sued,-34.83,Girokonto,
2025-09-01,Hausverwaltung Mueller Miete,-895.00,Girokonto,
2025-09-02,McFit Fitnessstudio,-29.90,Girokonto,
2025-09-03,Apotheke am Markt,-29.25,Girokonto,
2025-09-03,Stadtwerke Dortmund Strom,-57.34,Girokonto,
2025-09-05,Telekom Deutschland Internet,-39.99,Girokonto,
2025-09-06,REWE Markt Dortmund,-45.12,Girokonto,
2025-09-08,Vodafone Mobilfunk,-19.99,Girokonto,
2025-09-09,Amazon Marketplace,-33.33,Girokonto,
2025-09-11,ALDI Sued,-31.35,Girokonto,
2025-09-11,Cafe Central,-8.49,Girokonto,
2025-09-12,Barmenia Versicherung,-78.50,Girokonto,
2025-09-12,Cafe Central,-3.84,Girokonto,
2025-09-12,REWE Markt Dortmund,-24.26,Girokonto,
2025-09-14,REWE Markt Dortmund,-46.10,Girokonto,
2025-09-15,Cafe Central,-11.99,Girokonto,
2025-09-15,Lieferando Bestellung,-20.03,Girokonto,
2025-09-17,Netflix.com,-12.99,Girokonto,
2025-09-19,Lieferando Bestellung,-15.15,Girokonto,
2025-09-19,Spotify AB,-9.99,Girokonto,
2025-09-20,ALDI Sued,-40.22,Girokonto,
2025-09-20,REWE Markt Dortmund,-39.75,Girokonto,
2025-09-21,Amazon Marketplace,-69.42,Girokonto,
2025-09-21,Cafe Central,-7.21,Girokonto,
2025-09-22,Amazon Marketplace,-115.14,Girokonto,
2025-09-22,Shell Tankstelle,-49.72,Girokonto,
2025-09-24,Shell Tankstelle,-54.57,Girokonto,
2025-09-25,Cafe Central,-9.12,Girokonto,
2025-09-25,Deutsche Bahn Ticket,-47.03,Girokonto,
2025-09-25,Lidl Filiale 220,-37.37,Girokonto,
2025-09-26,Cafe Central,-6.32,Girokonto,
2025-09-26,Sparplan ETF Depot Transfer,-300.00,Girokonto,
2025-09-28,ALDI Sued,-31.79,Girokonto,
2025-09-29,Arbeitgeber GmbH Gehalt,2621.81,Girokonto,
2025-09-29,Shell Tankstelle,-44.91,Girokonto,
2025-10-01,Hausverwaltung Mueller Miete,-895.00,Girokonto,
2025-10-02,McFit Fitnessstudio,-29.90,Girokonto,
2025-10-02,REWE Markt Dortmund,-37.47,Girokonto,
2025-10-02,Shell Tankstelle,-40.13,Girokonto,
2025-10-03,Amazon Marketplace,-67.42,Girokonto,
2025-10-03,Stadtwerke Dortmund Strom,-70.35,Girokonto,
2025-10-04,Cafe Central,-3.84,Girokonto,
2025-10-05,Apotheke am Markt,-8.14,Girokonto,
2025-10-05,Cafe Central,-7.82,Girokonto,
2025-10-06,Telekom Deutschland Internet,-39.99,Girokonto,
2025-10-08,Vodafone Mobilfunk,-19.99,Girokonto,
2025-10-10,Cafe Central,-5.63,Girokonto,
2025-10-12,Lieferando Bestellung,-28.39,Girokonto,
2025-10-13,Barmenia Versicherung,-78.50,Girokonto,
2025-10-15,Cafe Central,-10.29,Girokonto,
2025-10-16,Pizzeria Da Marco,-26.19,Girokonto,
2025-10-17,Netflix.com,-12.99,Girokonto,
2025-10-17,REWE Markt Dortmund,-59.89,Girokonto,
2025-10-19,ALDI Sued,-35.90,Girokonto,
2025-10-20,Amazon Marketplace,-83.60,Girokonto,
2025-10-21,Amazon Marketplace,-12.86,Girokonto,
2025-10-21,Spotify AB,-9.99,Girokonto,
2025-10-22,Pizzeria Da Marco,-33.10,Girokonto,
2025-10-24,Deutsche Bahn Ticket,-51.21,Girokonto,
2025-10-26,Pizzeria Da Marco,-50.72,Girokonto,
2025-10-26,REWE Markt Dortmund,-18.43,Girokonto,
2025-10-26,REWE Markt Dortmund,-32.10,Girokonto,
2025-10-27,Arbeitgeber GmbH Gehalt,2619.00,Girokonto,
2025-10-27,Cafe Central,-4.01,Girokonto,
2025-10-27,REWE Markt Dortmund,-54.47,Girokonto,
2025-10-28,ALDI Sued,-14.03,Girokonto,
2025-10-28,Sparplan ETF Depot Transfer,-300.00,Girokonto,
2025-10-29,Cafe Central,-9.93,Girokonto,
2025-10-30,REWE Markt Dortmund,-30.95,Girokonto,
2025-10-31,Hausverwaltung Mueller Miete,-895.00,Girokonto,
2025-10-31,McFit Fitnessstudio,-29.90,Girokonto,
2025-11-01,Cafe Central,-7.26,Girokonto,
2025-11-02,ALDI Sued,-16.90,Girokonto,
2025-11-03,ALDI Sued,-17.01,Girokonto,
2025-11-03,Stadtwerke Dortmund Strom,-65.03,Girokonto,
2025-11-05,Lidl Filiale 220,-29.53,Girokonto,
2025-11-05,Telekom Deutschland Internet,-39.99,Girokonto,
2025-11-06,VRR Abo Ticket,-89.40,Girokonto,
2025-11-09,Buchhandlung Uni,-15.19,Girokonto,
2025-11-10,REWE Markt Dortmund,-36.87,Girokonto,
2025-11-10,Vodafone Mobilfunk,-19.99,Girokonto,
2025-11-11,ALDI Sued,-38.42,Girokonto,
2025-11-12,Barmenia Versicherung,-78.50,Girokonto,
2025-11-13,ALDI Sued,-18.15,Girokonto,
2025-11-13,REWE Markt Dortmund,-66.91,Girokonto,
2025-11-14,Lidl Filiale 220,-34.45,Girokonto,
2025-11-15,Shell Tankstelle,-66.87,Girokonto,
2025-11-17,Netflix.com,-12.99,Girokonto,
2025-11-19,ALDI Sued,-23.14,Girokonto,
2025-11-21,Buchhandlung Uni,-34.82,Girokonto,
2025-11-21,Shell Tankstelle,-56.14,Girokonto,
2025-11-21,Spotify AB,-9.99,Girokonto,
2025-11-22,Lieferando Bestellung,-12.87,Girokonto,
2025-11-24,Cafe Central,-10.57,Girokonto,
2025-11-27,Arbeitgeber GmbH Gehalt,2633.66,Girokonto,
2025-11-28,ALDI Sued,-10.33,Girokonto,
2025-11-28,Cafe Central,-11.84,Girokonto,
2025-11-28,Sparplan ETF Depot Transfer,-300.00,Girokonto,
2025-11-30,REWE Markt Dortmund,-67.14,Girokonto,
2025-12-01,Amazon Marketplace,-80.90,Girokonto,
2025-12-01,Cafe Central,-11.74,Girokonto,
2025-12-01,Hausverwaltung Mueller Miete,-895.00,Girokonto,
2025-12-01,REWE Markt Dortmund,-31.40,Girokonto,
2025-12-02,McFit Fitnessstudio,-29.90,Girokonto,
2025-12-03,Amazon Marketplace,-62.01,Girokonto,
2025-12-03,Stadtwerke Dortmund Strom,-67.35,Girokonto,
2025-12-04,Amazon Marketplace,-100.90,Girokonto,
2025-12-04,Amazon Marketplace,-52.89,Girokonto,
2025-12-04,Cafe Central,-10.89,Girokonto,
2025-12-04,REWE Markt Dortmund,-45.52,Girokonto,
2025-12-05,Amazon Marketplace,-66.40,Girokonto,
2025-12-05,REWE Markt Dortmund,-18.58,Girokonto,
2025-12-05,Telekom Deutschland Internet,-39.99,Girokonto,
2025-12-06,REWE Markt Dortmund,-24.43,Girokonto,
2025-12-07,Shell Tankstelle,-78.99,Girokonto,
2025-12-08,ALDI Sued,-21.23,Girokonto,
2025-12-08,Vodafone Mobilfunk,-19.99,Girokonto,
2025-12-09,ALDI Sued,-9.89,Girokonto,
2025-12-09,Cafe Central,-11.53,Girokonto,
2025-12-09,Shell Tankstelle,-49.54,Girokonto,
2025-12-10,Cafe Central,-10.24,Girokonto,
2025-12-10,Lidl Filiale 220,-26.70,Girokonto,
2025-12-10,REWE Markt Dortmund,-19.59,Girokonto,
2025-12-11,REWE Markt Dortmund,-63.72,Girokonto,
2025-12-12,Barmenia Versicherung,-78.50,Girokonto,
2025-12-13,REWE Markt Dortmund,-19.55,Girokonto,
2025-12-13,REWE Markt Dortmund,-36.05,Girokonto,
2025-12-14,ALDI Sued,-26.53,Girokonto,
2025-12-15,ALDI Sued,-31.41,Girokonto,
2025-12-15,Lidl Filiale 220,-21.23,Girokonto,
2025-12-17,Cafe Central,-4.39,Girokonto,
2025-12-17,Netflix.com,-12.99,Girokonto,
2025-12-18,REWE Markt Dortmund,-48.86,Girokonto,
2025-12-19,Cafe Central,-10.48,Girokonto,
2025-12-19,Pizzeria Da Marco,-45.71,Girokonto,
2025-12-19,Spotify AB,-9.99,Girokonto,
2025-12-21,Cafe Central,-10.61,Girokonto,
2025-12-22,REWE Markt Dortmund,-60.54,Girokonto,
2025-12-24,Lieferando Bestellung,-24.03,Girokonto,
2025-12-25,Apotheke am Markt,-29.13,Girokonto,
2025-12-25,Lieferando Bestellung,-28.62,Girokonto,
2025-12-29,Arbeitgeber GmbH Gehalt,2632.55,Girokonto,
2025-12-29,Sparplan ETF Depot Transfer,-300.00,Girokonto,
2025-12-30,Lieferando Bestellung,-17.30,Girokonto,
2025-12-31,Lieferando Bestellung,-32.26,Girokonto,
2026-01-01,Hausverwaltung Mueller Miete,-895.00,Girokonto,
2026-01-02,McFit Fitnessstudio,-29.90,Girokonto,
2026-01-02,Shell Tankstelle,-56.53,Girokonto,
2026-01-04,REWE Markt Dortmund,-14.30,Girokonto,
2026-01-05,Stadtwerke Dortmund Strom,-59.59,Girokonto,
2026-01-05,Telekom Deutschland Internet,-39.99,Girokonto,
2026-01-06,Deutsche Bahn Ticket,-83.38,Girokonto,
2026-01-07,Lidl Filiale 220,-23.85,Girokonto,
2026-01-07,REWE Markt Dortmund,-62.81,Girokonto,
2026-01-08,Lidl Filiale 220,-17.57,Girokonto,
2026-01-08,Vodafone Mobilfunk,-19.99,Girokonto,
2026-01-09,Cafe Central,-6.88,Girokonto,
2026-01-10,ALDI Sued,-14.04,Girokonto,
2026-01-10,Cafe Central,-7.71,Girokonto,
2026-01-12,Barmenia Versicherung,-78.50,Girokonto,
2026-01-13,ALDI Sued,-34.49,Girokonto,
2026-01-14,Cafe Central,-5.53,Girokonto,
2026-01-14,Lidl Filiale 220,-36.49,Girokonto,
2026-01-15,Cafe Central,-7.62,Girokonto,
2026-01-16,Cafe Central,-6.92,Girokonto,
2026-01-16,Lieferando Bestellung,-18.50,Girokonto,
2026-01-16,Netflix.com,-12.99,Girokonto,
2026-01-18,Amazon Marketplace,-20.81,Girokonto,
2026-01-21,Spotify AB,-9.99,Girokonto,
2026-01-22,Cafe Central,-11.26,Girokonto,
2026-01-24,REWE Markt Dortmund,-48.08,Girokonto,
2026-01-25,Lidl Filiale 220,-25.42,Girokonto,
2026-01-26,Cafe Central,-4.85,Girokonto,
2026-01-26,Deutsche Bahn Ticket,-63.81,Girokonto,
2026-01-27,Arbeitgeber GmbH Gehalt,2645.48,Girokonto,
2026-01-28,Lidl Filiale 220,-24.25,Girokonto,
2026-01-28,Sparplan ETF Depot Transfer,-300.00,Girokonto,
2026-01-30,Hausverwaltung Mueller Miete,-895.00,Girokonto,
2026-02-01,ALDI Sued,-15.54,Girokonto,
2026-02-02,McFit Fitnessstudio,-29.90,Girokonto,
2026-02-02,REWE Markt Dortmund,-30.97,Girokonto,
2026-02-03,Stadtwerke Dortmund Strom,-62.40,Girokonto,
2026-02-05,REWE Markt Dortmund,-64.77,Girokonto,
2026-02-05,Telekom Deutschland Internet,-39.99,Girokonto,
2026-02-06,Lidl Filiale 220,-21.97,Girokonto,
2026-02-06,VRR Abo Ticket,-89.40,Girokonto,
2026-02-07,Amazon Marketplace,-13.76,Girokonto,
2026-02-07,Apotheke am Markt,-18.65,Girokonto,
2026-02-09,REWE Markt Dortmund,-64.52,Girokonto,
2026-02-09,Vodafone Mobilfunk,-19.99,Girokonto,
2026-02-10,Pizzeria Da Marco,-42.95,Girokonto,
2026-02-12,Barmenia Versicherung,-78.50,Girokonto,
2026-02-13,Buchhandlung Uni,-38.83,Girokonto,
2026-02-14,REWE Markt Dortmund,-32.32,Girokonto,
2026-02-15,REWE Markt Dortmund,-16.93,Girokonto,
2026-02-15,REWE Markt Dortmund,-56.47,Girokonto,
2026-02-16,Amazon Marketplace,-18.65,Girokonto,
2026-02-16,Domain Hosting Rechnung,-119.00,Girokonto,
2026-02-17,Netflix.com,-12.99,Girokonto,
2026-02-17,REWE Markt Dortmund,-67.75,Girokonto,
2026-02-23,REWE Markt Dortmund,-50.21,Girokonto,
2026-02-23,Spotify AB,-9.99,Girokonto,
2026-02-25,Amazon Marketplace,-49.74,Girokonto,
2026-02-26,Cafe Central,-4.34,Girokonto,
2026-02-27,Arbeitgeber GmbH Gehalt,2656.22,Girokonto,
2026-02-27,Hausverwaltung Mueller Miete,-895.00,Girokonto,
2026-03-01,Lidl Filiale 220,-25.47,Girokonto,
2026-03-01,Pizzeria Da Marco,-43.77,Girokonto,
2026-03-01,Pizzeria Da Marco,-44.88,Girokonto,
2026-03-01,REWE Markt Dortmund,-43.87,Girokonto,
2026-03-02,McFit Fitnessstudio,-29.90,Girokonto,
2026-03-02,Sparplan ETF Depot Transfer,-300.00,Girokonto,
2026-03-03,Lieferando Bestellung,-33.42,Girokonto,
2026-03-03,Stadtwerke Dortmund Strom,-70.37,Girokonto,
2026-03-04,Lidl Filiale 220,-25.86,Girokonto,
2026-03-05,Telekom Deutschland Internet,-39.99,Girokonto,
2026-03-06,ALDI Sued,-33.24,Girokonto,
2026-03-06,ALDI Sued,-32.71,Girokonto,
2026-03-08,ALDI Sued,-26.80,Girokonto,
2026-03-09,Amazon Marketplace,-55.37,Girokonto,
2026-03-09,REWE Markt Dortmund,-60.46,Girokonto,
2026-03-09,Vodafone Mobilfunk,-19.99,Girokonto,
2026-03-10,ALDI Sued,-17.16,Girokonto,
2026-03-10,REWE Markt Dortmund,-64.53,Girokonto,
2026-03-11,ALDI Sued,-40.39,Girokonto,
2026-03-12,Barmenia Versicherung,-78.50,Girokonto,
2026-03-14,ALDI Sued,-38.42,Girokonto,
2026-03-15,Cafe Central,-4.99,Girokonto,
2026-03-17,Netflix.com,-12.99,Girokonto,
2026-03-19,Lieferando Bestellung,-25.94,Girokonto,
2026-03-21,Lidl Filiale 220,-29.63,Girokonto,
2026-03-22,Cafe Central,-5.27,Girokonto,
2026-03-22,Cafe Central,-8.12,Girokonto,
2026-03-23,MediaMarkt,-85.05,Girokonto,
2026-03-23,Spotify AB,-9.99,Girokonto,
2026-03-24,ALDI Sued,-28.00,Girokonto,
2026-03-24,Shell Tankstelle,-64.94,Girokonto,
2026-03-26,Amazon Marketplace,-99.66,Girokonto,
2026-03-26,Lieferando Bestellung,-26.50,Girokonto,
2026-03-27,Arbeitgeber GmbH Gehalt,2652.13,Girokonto,
2026-03-28,Amazon Marketplace,-69.75,Girokonto,
2026-03-30,Sparplan ETF Depot Transfer,-300.00,Girokonto,
2026-04-01,Hausverwaltung Mueller Miete,-895.00,Girokonto,
2026-04-02,McFit Fitnessstudio,-29.90,Girokonto,
2026-04-02,Shell Tankstelle,-46.64,Girokonto,
2026-04-03,Stadtwerke Dortmund Strom,-63.37,Girokonto,
2026-04-03,Telekom Deutschland Internet,-39.99,Girokonto,
2026-04-04,Buchhandlung Uni,-21.78,Girokonto,
2026-04-04,Cafe Central,-6.99,Girokonto,
2026-04-04,Lidl Filiale 220,-25.11,Girokonto,
2026-04-06,ALDI Sued,-26.20,Girokonto,
2026-04-06,ALDI Sued,-36.04,Girokonto,
2026-04-06,Shell Tankstelle,-56.29,Girokonto,
2026-04-08,REWE Markt Dortmund,-44.23,Girokonto,
2026-04-08,Vodafone Mobilfunk,-19.99,Girokonto,
2026-04-12,Amazon Marketplace,-109.78,Girokonto,
2026-04-13,Barmenia Versicherung,-78.50,Girokonto,
2026-04-13,REWE Markt Dortmund,-38.57,Girokonto,
2026-04-14,REWE Markt Dortmund,-45.32,Girokonto,
2026-04-16,Cafe Central,-10.23,Girokonto,
2026-04-16,REWE Markt Dortmund,-51.87,Girokonto,
2026-04-17,Lieferando Bestellung,-21.70,Girokonto,
2026-04-17,Netflix.com,-12.99,Girokonto,
2026-04-18,Cafe Central,-10.76,Girokonto,
2026-04-18,Shell Tankstelle,-75.48,Girokonto,
2026-04-19,Lidl Filiale 220,-27.70,Girokonto,
2026-04-21,Lidl Filiale 220,-11.47,Girokonto,
2026-04-21,Lieferando Bestellung,-15.96,Girokonto,
2026-04-21,Spotify AB,-9.99,Girokonto,
2026-04-22,REWE Markt Dortmund,-62.66,Girokonto,
2026-04-25,Lieferando Bestellung,-13.23,Girokonto,
2026-04-25,REWE Markt Dortmund,-66.50,Girokonto,
2026-04-25,REWE Markt Dortmund,-53.74,Girokonto,
2026-04-27,Arbeitgeber GmbH Gehalt,2641.91,Girokonto,
2026-04-27,Shell Tankstelle,-47.85,Girokonto,
2026-04-28,Sparplan ETF Depot Transfer,-300.00,Girokonto,
2026-04-29,ALDI Sued,-28.91,Girokonto,
2026-04-29,REWE Markt Dortmund,-57.78,Girokonto,
2026-05-01,Hausverwaltung Mueller Miete,-895.00,Girokonto,
2026-05-01,McFit Fitnessstudio,-29.90,Girokonto,
2026-05-01,Stadtwerke Dortmund Strom,-60.39,Girokonto,
2026-05-03,Pizzeria Da Marco,-38.62,Girokonto,
2026-05-03,REWE Markt Dortmund,-65.73,Girokonto,
2026-05-04,ALDI Sued,-12.99,Girokonto,
2026-05-05,REWE Markt Dortmund,-43.08,Girokonto,
2026-05-05,Telekom Deutschland Internet,-39.99,Girokonto,
2026-05-06,REWE Markt Dortmund,-35.98,Girokonto,
2026-05-06,REWE Markt Dortmund,-49.31,Girokonto,
2026-05-06,VRR Abo Ticket,-89.40,Girokonto,
2026-05-08,Vodafone Mobilfunk,-19.99,Girokonto,
2026-05-12,Barmenia Versicherung,-78.50,Girokonto,
2026-05-13,Cafe Central,-7.68,Girokonto,
2026-05-13,Cafe Central,-9.96,Girokonto,
2026-05-15,Netflix.com,-12.99,Girokonto,
2026-05-18,REWE Markt Dortmund,-65.41,Girokonto,
2026-05-20,REWE Markt Dortmund,-56.95,Girokonto,
2026-05-21,Lidl Filiale 220,-12.76,Girokonto,
2026-05-21,Spotify AB,-9.99,Girokonto,
2026-05-22,ALDI Sued,-25.18,Girokonto,
2026-05-22,Pizzeria Da Marco,-41.63,Girokonto,
2026-05-23,Shell Tankstelle,-60.46,Girokonto,
2026-05-24,Cafe Central,-8.34,Girokonto,
2026-05-24,Cafe Central,-11.90,Girokonto,
2026-05-26,Cafe Central,-4.71,Girokonto,
2026-05-27,Arbeitgeber GmbH Gehalt,2664.98,Girokonto,
2026-05-28,Sparplan ETF Depot Transfer,-300.00,Girokonto,
2026-05-29,Lieferando Bestellung,-26.48,Girokonto,
2026-05-31,Amazon Marketplace,-17.56,Girokonto,
2026-06-01,Hausverwaltung Mueller Miete,-895.00,Girokonto,
2026-06-01,Lieferando Bestellung,-31.89,Girokonto,
2026-06-02,McFit Fitnessstudio,-29.90,Girokonto,
2026-06-02,REWE Markt Dortmund,-43.33,Girokonto,
2026-06-02,REWE Markt Dortmund,-14.02,Girokonto,
2026-06-03,Stadtwerke Dortmund Strom,-67.76,Girokonto,
2026-06-04,ALDI Sued,-22.83,Girokonto,
2026-06-05,Telekom Deutschland Internet,-39.99,Girokonto,
2026-06-07,Lieferando Bestellung,-15.01,Girokonto,
